pulled_at,calendar_year,date,event_id,event_name,sg_categories,tour,traditional_stats
2026-07-13T05:31:47+00:00,2013,2013-11-03,489,World Golf Championships-HSBC Champions,no,pga,no
2026-07-13T05:31:47+00:00,2013,2013-10-27,494,CIMB Classic,no,pga,no
2026-07-13T05:31:47+00:00,2013,2013-10-20,47,Shriners Hospitals for Children Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-10-13,464,Frys.com Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-09-22,60,TOUR Championship by Coca-Cola,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-09-15,28,BMW Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-09-02,505,Deutsche Bank Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-08-25,27,The Barclays,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-08-18,13,Wyndham Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-08-11,33,PGA Championship,no,pga,no
2026-07-13T05:31:47+00:00,2013,2013-08-04,476,World Golf Championships-Bridgestone Invitational,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-07-28,32,RBC Canadian Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-07-21,100,The Open Championship,no,pga,no
2026-07-13T05:31:47+00:00,2013,2013-07-21,54,Sanderson Farms Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-07-14,30,John Deere Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-07-07,490,The Greenbrier Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-06-30,471,AT&T National,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-06-23,34,Travelers Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-06-16,26,U.S. Open,no,pga,no
2026-07-13T05:31:47+00:00,2013,2013-06-09,25,FedEx St. Jude Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-06-02,23,the Memorial Tournament presented by Nationwide Insurance,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-05-26,21,Crowne Plaza Invitational at Colonial,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-05-19,19,HP Byron Nelson Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-05-12,11,THE PLAYERS Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-05-05,480,Wells Fargo Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-04-21,12,RBC Heritage,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-04-14,14,Masters Tournament,no,pga,no
2026-07-13T05:31:47+00:00,2013,2013-04-07,41,Valero Texas Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-03-31,20,Shell Houston Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-03-24,9,Arnold Palmer Invitational presented by MasterCard,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-03-17,475,Tampa Bay Championship presented by EverBank,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-03-10,473,World Golf Championships-Cadillac Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-03-10,483,Puerto Rico Open presented by seepuertorico.com,no,pga,no
2026-07-13T05:31:47+00:00,2013,2013-03-03,10,The Honda Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-02-17,7,Northern Trust Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-02-10,5,AT&T Pebble Beach National Pro-Am,partial,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-02-03,3,Waste Management Phoenix Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-01-27,4,Farmers Insurance Open,partial,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-01-20,2,Humana Challenge in partnership with the Clinton Foundation,partial,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-01-13,6,Sony Open in Hawaii,yes,pga,basic
2026-07-13T05:31:47+00:00,2013,2013-01-07,16,Hyundai Tournament of Champions,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-12-02,478,World Challenge presented by Northwestern Mutual,no,pga,no
2026-07-13T05:31:47+00:00,2012,2012-10-21,493,The McGladrey Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-10-14,464,Frys.com Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-10-07,47,Justin Timberlake Shriners Hospitals for Children Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-09-23,60,TOUR Championship by Coca-Cola,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-09-09,28,BMW Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-09-03,505,Deutsche Bank Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-08-26,27,The Barclays,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-08-19,13,Wyndham Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-08-12,33,PGA Championship,no,pga,no
2026-07-13T05:31:47+00:00,2012,2012-08-05,476,World Golf Championships-Bridgestone Invitational,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-07-29,32,RBC Canadian Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-07-22,100,The Open Championship,no,pga,no
2026-07-13T05:31:47+00:00,2012,2012-07-22,54,True South Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-07-15,30,John Deere Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-07-08,490,The Greenbrier Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-07-01,471,AT&T National,partial,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-06-24,34,Travelers Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-06-17,26,U.S. Open,no,pga,no
2026-07-13T05:31:47+00:00,2012,2012-06-10,25,FedEx St. Jude Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-06-03,23,the Memorial Tournament presented by Nationwide Insurance,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-05-27,21,Crowne Plaza Invitational at Colonial,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-05-20,19,HP Byron Nelson Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-05-13,11,THE PLAYERS Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-05-06,480,Wells Fargo Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-04-22,41,Valero Texas Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-04-15,12,RBC Heritage,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-04-08,14,Masters Tournament,no,pga,no
2026-07-13T05:31:47+00:00,2012,2012-04-01,20,Shell Houston Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-03-25,9,Arnold Palmer Invitational presented by MasterCard,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-03-18,475,Transitions Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-03-11,483,Puerto Rico Open presented by seepuertorico.com,no,pga,no
2026-07-13T05:31:47+00:00,2012,2012-03-11,473,World Golf Championships-Cadillac Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-03-04,10,The Honda Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-02-26,457,Mayakoba Golf Classic,no,pga,no
2026-07-13T05:31:47+00:00,2012,2012-02-19,7,Northern Trust Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-02-12,5,AT&T Pebble Beach National Pro-Am,partial,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-02-05,3,Waste Management Phoenix Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-01-29,4,Farmers Insurance Open,partial,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-01-22,2,Humana Challenge in partnership with the Clinton Foundation,partial,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-01-15,6,Sony Open in Hawaii,yes,pga,basic
2026-07-13T05:31:47+00:00,2012,2012-01-09,16,Hyundai Tournament of Champions,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-12-04,478,Chevron World Challenge,no,pga,no
2026-07-13T05:31:47+00:00,2011,2011-10-16,493,The McGladrey Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-10-09,464,Frys.com Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-10-02,47,Justin Timberlake Shriners Hospitals for Children Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-09-25,60,TOUR Championship by Coca-Cola,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-09-18,28,BMW Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-09-05,505,Deutsche Bank Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-08-28,27,The Barclays,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-08-21,13,Wyndham Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-08-14,33,PGA Championship,no,pga,no
2026-07-13T05:31:47+00:00,2011,2011-08-07,476,World Golf Championships-Bridgestone Invitational,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-07-31,490,The Greenbrier Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-07-24,32,RBC Canadian Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-07-17,100,The Open Championship,no,pga,no
2026-07-13T05:31:47+00:00,2011,2011-07-17,54,Viking Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-07-10,30,John Deere Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-07-03,471,AT&T National,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-06-26,34,Travelers Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-06-19,26,U.S. Open,no,pga,no
2026-07-13T05:31:47+00:00,2011,2011-06-12,25,FedEx St. Jude Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-06-05,23,the Memorial Tournament presented by Nationwide Insurance,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-05-29,19,HP Byron Nelson Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-05-22,21,Crowne Plaza Invitational at Colonial,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-05-15,11,THE PLAYERS Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-05-08,480,Wells Fargo Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-04-24,12,The Heritage,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-04-17,41,Valero Texas Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-04-10,14,Masters Tournament,no,pga,no
2026-07-13T05:31:47+00:00,2011,2011-04-03,20,Shell Houston Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-03-27,9,Arnold Palmer Invitational presented by MasterCard,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-03-20,475,Transitions Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-03-13,473,World Golf Championships-Cadillac Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-03-13,483,Puerto Rico Open presented by seepuertorico.com,no,pga,no
2026-07-13T05:31:47+00:00,2011,2011-03-06,10,The Honda Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-02-27,457,Mayakoba Golf Classic at Riviera Maya-Cancun,no,pga,no
2026-07-13T05:31:47+00:00,2011,2011-02-20,7,Northern Trust Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-02-13,5,AT&T Pebble Beach National Pro-Am,partial,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-02-06,3,Waste Management Phoenix Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-01-30,4,Farmers Insurance Open,partial,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-01-23,2,Bob Hope Classic,partial,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-01-16,6,Sony Open in Hawaii,yes,pga,basic
2026-07-13T05:31:47+00:00,2011,2011-01-09,16,Hyundai Tournament of Champions,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-12-05,478,Chevron World Challenge,no,pga,no
2026-07-13T05:31:47+00:00,2010,2010-10-24,47,Justin Timberlake Shriners Hospitals for Children Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-10-17,464,Frys.com Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-10-10,493,The McGladrey Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-10-03,54,Viking Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-09-26,60,THE TOUR Championship presented by Coca-Cola,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-09-12,28,BMW Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-09-06,505,Deutsche Bank Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-08-29,27,The Barclays,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-08-22,13,Wyndham Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-08-15,33,PGA Championship,no,pga,no
2026-07-13T05:31:47+00:00,2010,2010-08-08,476,World Golf Championships-Bridgestone Invitational,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-08-01,490,The Greenbrier Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-07-25,32,RBC Canadian Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-07-18,100,The Open Championship,no,pga,no
2026-07-13T05:31:47+00:00,2010,2010-07-11,30,John Deere Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-07-04,471,AT&T National,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-06-27,34,Travelers Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-06-20,26,U.S. Open Championship,no,pga,no
2026-07-13T05:31:47+00:00,2010,2010-06-13,25,St. Jude Classic presented by Smith & Nephew,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-06-06,23,the Memorial Tournament presented by Nationwide Insurance,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-05-30,21,Crowne Plaza Invitational at Colonial,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-05-23,19,HP Byron Nelson Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-05-16,41,Valero Texas Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-05-09,11,THE PLAYERS Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-05-02,480,Quail Hollow Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-04-18,12,Verizon Heritage,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-04-11,14,Masters Tournament,no,pga,no
2026-07-13T05:31:47+00:00,2010,2010-04-04,20,Shell Houston Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-03-28,9,Arnold Palmer Invitational presented by MasterCard,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-03-21,475,Transitions Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-03-14,483,Puerto Rico Open presented by Banco Popular,no,pga,no
2026-07-13T05:31:47+00:00,2010,2010-03-14,473,World Golf Championships-CA Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-03-07,10,The Honda Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-02-28,3,Waste Management Phoenix Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-02-21,457,Mayakoba Golf Classic at Riviera Maya-Cancun,no,pga,no
2026-07-13T05:31:47+00:00,2010,2010-02-14,5,AT&T Pebble Beach National Pro-Am,partial,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-02-07,7,Northern Trust Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-01-31,4,Farmers Insurance Open,partial,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-01-24,2,Bob Hope Classic,partial,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-01-17,6,Sony Open in Hawaii,yes,pga,basic
2026-07-13T05:31:47+00:00,2010,2010-01-10,16,SBS Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-12-06,478,Chevron World Challenge,no,pga,no
2026-07-13T05:31:47+00:00,2009,2009-10-25,464,Frys.com Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-10-18,47,Justin Timberlake Shriners Hospitals for Children Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-09-27,60,THE TOUR Championship presented by Coca-Cola,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-09-13,28,BMW Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-09-07,505,Deutsche Bank Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-08-30,27,The Barclays,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-08-23,13,Wyndham Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-08-16,33,PGA Championship,no,pga,no
2026-07-13T05:31:47+00:00,2009,2009-08-09,476,World Golf Championships-Bridgestone Invitational,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-07-26,32,RBC Canadian Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-07-19,100,The Open Championship,no,pga,no
2026-07-13T05:31:47+00:00,2009,2009-07-12,30,John Deere Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-07-05,471,AT&T National,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-06-28,34,Travelers Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-06-21,26,U.S. Open Championship,no,pga,no
2026-07-13T05:31:47+00:00,2009,2009-06-14,25,St. Jude Classic presented by FedEx,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-06-07,23,the Memorial Tournament,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-05-31,21,Crowne Plaza Invitational at Colonial,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-05-24,19,HP Byron Nelson Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-05-17,41,Valero Texas Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-05-10,11,THE PLAYERS Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-05-03,480,Quail Hollow Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-04-19,12,Verizon Heritage,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-04-12,14,Masters Tournament,no,pga,no
2026-07-13T05:31:47+00:00,2009,2009-04-05,20,Shell Houston Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-03-29,9,Arnold Palmer Invitational presented by MasterCard,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-03-22,475,Transitions Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-03-15,483,Puerto Rico Open presented by Banco Popular,no,pga,no
2026-07-13T05:31:47+00:00,2009,2009-03-15,473,World Golf Championships-CA Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-03-08,10,The Honda Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-03-01,457,Mayakoba Golf Classic at Riviera Maya-Cancun,no,pga,no
2026-07-13T05:31:47+00:00,2009,2009-02-22,7,Northern Trust Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-02-15,5,AT&T Pebble Beach National Pro-Am,partial,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-02-08,4,Buick Invitational,partial,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-02-01,3,FBR Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-01-25,2,The 50th Bob Hope Classic hosted by Arnold Palmer,partial,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-01-18,6,Sony Open in Hawaii,yes,pga,basic
2026-07-13T05:31:47+00:00,2009,2009-01-11,16,Mercedes-Benz Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-12-21,478,Chevron World Challenge presented by Bank of America,no,pga,no
2026-07-13T05:31:47+00:00,2008,2008-10-26,464,Frys.com Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-10-19,47,Justin Timberlake Shriners Hospitals for Children Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-10-12,41,Valero Texas Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-09-28,60,THE TOUR Championship presented by Coca-Cola,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-09-21,54,Viking Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-09-07,28,BMW Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-09-01,505,Deutsche Bank Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-08-24,27,The Barclays,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-08-17,13,Wyndham Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-08-10,33,PGA Championship,no,pga,no
2026-07-13T05:31:47+00:00,2008,2008-08-03,476,World Golf Championships-Bridgestone Invitational,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-07-27,32,RBC Canadian Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-07-20,100,The Open Championship,no,pga,no
2026-07-13T05:31:47+00:00,2008,2008-07-13,30,John Deere Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-07-06,471,AT&T National,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-06-22,34,Travelers Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-06-15,26,U.S. Open Championship,no,pga,no
2026-07-13T05:31:47+00:00,2008,2008-06-08,25,Stanford St. Jude Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-06-01,23,the Memorial Tournament presented by Morgan Stanley,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-05-25,21,Crowne Plaza Invitational at Colonial,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-05-11,11,THE PLAYERS Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-05-04,480,Wachovia Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-04-27,19,EDS Byron Nelson Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-04-20,12,Verizon Heritage,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-04-13,14,Masters Tournament,no,pga,no
2026-07-13T05:31:47+00:00,2008,2008-04-06,20,Shell Houston Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-03-23,483,Puerto Rico Open presented by Banco Popular,no,pga,no
2026-07-13T05:31:47+00:00,2008,2008-03-23,473,World Golf Championships-CA Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-03-16,9,Arnold Palmer Invitational presented by MasterCard,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-03-09,475,PODS Championship,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-03-02,10,The Honda Classic,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-02-24,457,Mayakoba Golf Classic at Riviera Maya-Cancun,no,pga,no
2026-07-13T05:31:47+00:00,2008,2008-02-17,7,Northern Trust Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-02-10,5,AT&T Pebble Beach National Pro-Am,partial,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-02-03,3,FBR Open,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-01-27,4,Buick Invitational,partial,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-01-20,2,Bob Hope Chrysler Classic,partial,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-01-13,6,Sony Open in Hawaii,yes,pga,basic
2026-07-13T05:31:47+00:00,2008,2008-01-06,16,Mercedes-Benz Championship,yes,pga,basic
